sample_idx,true_label,adv_label,success,queries,l2_mag
0,0,8.0,True,26,1156.6927490234375
1,0,,False,6,
2,0,2.0,True,24,62.864933013916016
3,0,,False,27,
4,0,6.0,True,24,44.0
5,0,,False,6,
6,0,,False,24,
7,0,,False,27,
8,0,2.0,True,25,1130.98583984375
9,0,8.0,True,24,108.70602416992188
10,0,2.0,True,24,477.80645751953125
11,0,6.0,True,24,283.5859680175781
12,0,8.0,True,24,310.5623779296875
13,0,,False,6,
14,0,6.0,True,24,89.77193450927734
15,0,8.0,True,24,331.9743957519531
16,0,6.0,True,24,45.40924835205078
17,0,,False,23,
18,0,,False,27,
19,0,8.0,True,24,242.07437133789062
20,0,8.0,True,24,111.3238525390625
21,0,8.0,True,25,328.62744140625
22,0,,False,6,
23,0,8.0,True,26,1069.3114013671875
24,0,,False,25,
25,0,6.0,True,24,492.4520263671875
26,0,8.0,True,24,490.4569396972656
27,0,2.0,True,24,44.10215377807617
28,0,6.0,True,24,63.83572769165039
29,0,8.0,True,24,308.0941467285156
30,0,2.0,True,24,578.672607421875
31,0,,False,27,
32,0,2.0,True,24,428.4740295410156
33,0,2.0,True,25,787.043212890625
34,0,6.0,True,24,544.0128784179688
35,0,8.0,True,24,200.76104736328125
36,0,,False,6,
37,0,6.0,True,24,65.19969177246094
38,0,,False,24,
39,0,,False,26,
40,0,3.0,True,25,920.4493408203125
41,0,,False,6,
42,0,8.0,True,24,133.8058319091797
43,0,8.0,True,25,880.9251098632812
44,0,8.0,True,24,197.75994873046875
45,0,,False,26,
46,0,,False,26,
47,0,,False,27,
48,0,,False,6,
49,0,,False,6,
50,1,8.0,True,24,88.89881896972656
51,1,8.0,True,24,66.83561706542969
52,1,8.0,True,24,45.45327377319336
53,1,3.0,True,24,66.58078002929688
54,1,8.0,True,24,87.95453643798828
55,1,5.0,True,24,88.05680084228516
56,1,3.0,True,24,88.74119567871094
57,1,5.0,True,24,88.8763198852539
58,1,2.0,True,24,66.99253845214844
59,1,8.0,True,24,66.65583038330078
60,1,8.0,True,24,88.31195068359375
61,1,8.0,True,24,45.14421463012695
62,1,2.0,True,24,67.14908599853516
63,1,8.0,True,24,45.2437858581543
64,1,8.0,True,24,88.5268325805664
65,1,8.0,True,24,44.86647033691406
66,1,3.0,True,24,66.06057739257812
67,1,8.0,True,24,66.27970886230469
68,1,2.0,True,24,88.4307632446289
69,1,3.0,True,24,66.58078002929688
70,1,8.0,True,24,88.10221099853516
71,1,8.0,True,24,44.86647033691406
72,1,8.0,True,24,88.58329772949219
73,1,8.0,True,24,66.0908432006836
74,1,2.0,True,24,45.033321380615234
75,1,,False,23,
76,1,8.0,True,24,66.75328063964844
77,1,3.0,True,24,65.55913543701172
78,1,8.0,True,24,65.81033325195312
79,1,8.0,True,24,66.65583038330078
80,1,8.0,True,24,112.34767150878906
81,1,8.0,True,24,45.2658805847168
82,1,8.0,True,24,88.75809478759766
83,1,8.0,True,24,66.18912506103516
84,1,5.0,True,24,112.0
85,1,8.0,True,24,44.86647033691406
86,1,5.0,True,24,44.754886627197266
87,1,3.0,True,24,44.74371337890625
88,1,8.0,True,24,88.75809478759766
89,1,8.0,True,24,67.5351791381836
90,1,8.0,True,24,66.5056381225586
91,1,5.0,True,24,90.1942367553711
92,1,5.0,True,24,88.53247833251953
93,1,2.0,True,24,67.2829818725586
94,1,8.0,True,24,88.79752349853516
95,1,8.0,True,24,45.17742919921875
96,1,8.0,True,24,88.91568756103516
97,1,8.0,True,24,66.128662109375
98,1,8.0,True,24,44.71017837524414
99,1,8.0,True,24,44.988887786865234
100,2,8.0,True,26,1406.021728515625
101,2,8.0,True,24,414.72882080078125
102,2,8.0,True,24,377.2002258300781
103,2,,False,26,
104,2,8.0,True,24,360.4067077636719
105,2,,False,6,
106,2,8.0,True,24,373.98931884765625
107,2,8.0,True,24,512.2440795898438
108,2,8.0,True,25,695.822509765625
109,2,,False,25,
110,2,,False,26,
111,2,,False,6,
112,2,,False,26,
113,2,,False,27,
114,2,,False,6,
115,2,8.0,True,26,1519.4837646484375
116,2,3.0,True,25,1065.3304443359375
117,2,,False,6,
118,2,8.0,True,24,123.0528335571289
119,2,8.0,True,24,470.8078308105469
120,2,,False,6,
121,2,8.0,True,25,556.3119506835938
122,2,8.0,True,24,105.37077331542969
123,2,,False,26,
124,2,,False,6,
125,2,8.0,True,24,42.53234100341797
126,2,,False,25,
127,2,,False,27,
128,2,8.0,True,26,1416.8680419921875
129,2,,False,6,
130,2,3.0,True,25,785.231201171875
131,2,8.0,True,24,391.6950378417969
132,2,8.0,True,24,461.8192138671875
133,2,8.0,True,24,61.692787170410156
134,2,8.0,True,24,233.9016876220703
135,2,8.0,True,24,125.80937957763672
136,2,8.0,True,24,42.39103698730469
137,2,,False,6,
138,2,8.0,True,24,63.229740142822266
139,2,0.0,True,25,925.3231811523438
140,2,8.0,True,25,762.1915893554688
141,2,,False,24,
142,2,,False,6,
143,2,8.0,True,24,125.37942504882812
144,2,3.0,True,24,213.4150848388672
145,2,8.0,True,24,42.95346450805664
146,2,,False,27,
147,2,,False,23,
148,2,,False,26,
149,2,8.0,True,24,338.3445129394531
150,3,5.0,True,25,484.6142883300781
151,3,8.0,True,24,143.49215698242188
152,3,6.0,True,24,185.5909423828125
153,3,8.0,True,24,122.37646484375
154,3,,False,24,
155,3,8.0,True,24,147.82760620117188
156,3,8.0,True,25,697.0975341796875
157,3,,False,23,
158,3,5.0,True,25,949.1411743164062
159,3,8.0,True,24,103.95191192626953
160,3,8.0,True,25,1046.9742431640625
161,3,8.0,True,24,143.8888397216797
162,3,8.0,True,24,368.7424621582031
163,3,8.0,True,25,950.750732421875
164,3,6.0,True,24,354.0042419433594
165,3,8.0,True,26,868.024169921875
