sample_idx,true_label,adv_label,success,queries,l2_mag
0,0,5.0,True,25,1102.584716796875
1,0,2.0,True,25,1117.5777587890625
2,0,7.0,True,25,790.7255859375
3,0,2.0,True,25,864.9415893554688
4,0,7.0,True,24,352.40032958984375
5,0,2.0,True,26,1322.10400390625
6,0,7.0,True,25,931.2673950195312
7,0,2.0,True,25,1008.915771484375
8,0,2.0,True,25,909.7268676757812
9,0,2.0,True,24,347.5859680175781
10,0,5.0,True,25,1148.36181640625
11,0,2.0,True,24,458.094970703125
12,0,2.0,True,24,532.2330322265625
13,0,,False,26,
14,0,5.0,True,25,1152.963134765625
15,0,2.0,True,25,592.4322509765625
16,0,5.0,True,25,738.6094970703125
17,0,5.0,True,25,796.3717651367188
18,0,7.0,True,25,847.3175048828125
19,0,5.0,True,25,655.5440673828125
20,0,2.0,True,24,467.5585632324219
21,0,2.0,True,24,420.0202331542969
22,0,,False,25,
23,0,2.0,True,26,1358.6600341796875
24,0,5.0,True,25,845.0355224609375
25,0,5.0,True,25,977.2174682617188
26,0,2.0,True,25,847.1528930664062
27,0,2.0,True,24,264.4881896972656
28,0,6.0,True,25,678.3310546875
29,0,2.0,True,25,590.9086303710938
30,0,2.0,True,24,378.6343994140625
31,0,5.0,True,26,1436.0118408203125
32,0,5.0,True,25,956.6734008789062
33,0,2.0,True,24,397.2769775390625
34,0,5.0,True,25,1167.9580078125
35,0,5.0,True,25,1049.7833251953125
36,0,7.0,True,26,1317.004150390625
37,0,5.0,True,25,970.4869995117188
38,0,2.0,True,26,1205.1912841796875
39,0,2.0,True,26,1283.70751953125
40,0,5.0,True,26,1268.819091796875
41,0,,False,25,
42,0,5.0,True,25,903.923095703125
43,0,2.0,True,24,489.9551086425781
44,0,2.0,True,25,964.9263916015625
45,0,2.0,True,26,1151.5589599609375
46,0,5.0,True,26,1180.1644287109375
47,0,2.0,True,26,1167.0780029296875
48,0,7.0,True,26,1530.3411865234375
49,0,,False,6,
50,1,2.0,True,25,579.4877319335938
51,1,2.0,True,24,583.0411376953125
52,1,2.0,True,24,586.8875732421875
53,1,2.0,True,24,542.9622192382812
54,1,8.0,True,24,447.523193359375
55,1,7.0,True,24,574.9469604492188
56,1,2.0,True,25,623.5903930664062
57,1,2.0,True,25,624.8712158203125
58,1,2.0,True,24,518.9710693359375
59,1,8.0,True,25,690.8154296875
60,1,8.0,True,25,645.9721069335938
61,1,2.0,True,25,604.6387329101562
62,1,2.0,True,24,518.55859375
63,1,2.0,True,24,587.469970703125
64,1,2.0,True,24,513.8219604492188
65,1,2.0,True,24,424.46435546875
66,1,7.0,True,25,623.3153076171875
67,1,2.0,True,25,735.25439453125
68,1,2.0,True,25,694.3241577148438
69,1,2.0,True,25,712.1488647460938
70,1,2.0,True,25,623.38671875
71,1,2.0,True,24,426.4903259277344
72,1,3.0,True,25,597.33154296875
73,1,7.0,True,24,558.52392578125
74,1,2.0,True,24,538.6325073242188
75,1,2.0,True,25,757.982177734375
76,1,2.0,True,24,426.5419006347656
77,1,2.0,True,25,621.1336669921875
78,1,2.0,True,25,693.0411376953125
79,1,7.0,True,24,561.8363037109375
80,1,7.0,True,25,671.556396484375
81,1,2.0,True,24,360.74505615234375
82,1,2.0,True,25,647.546142578125
83,1,2.0,True,24,580.4127807617188
84,1,3.0,True,24,515.1524047851562
85,1,6.0,True,24,358.1982727050781
86,1,2.0,True,24,513.5542602539062
87,1,2.0,True,25,646.095947265625
88,1,7.0,True,24,582.6216430664062
89,1,8.0,True,25,713.1570434570312
90,1,7.0,True,24,583.8270263671875
91,1,2.0,True,24,563.0648193359375
92,1,3.0,True,24,580.9122314453125
93,1,2.0,True,25,672.829833984375
94,1,2.0,True,25,622.5070190429688
95,1,2.0,True,24,585.5962524414062
96,1,2.0,True,25,619.0751342773438
97,1,2.0,True,24,357.232421875
98,1,2.0,True,25,622.3624267578125
99,1,2.0,True,24,358.5289306640625
100,2,7.0,True,26,1237.5245361328125
101,2,7.0,True,26,1193.0025634765625
102,2,7.0,True,25,793.2824096679688
103,2,3.0,True,26,1519.03125
104,2,3.0,True,26,1336.820068359375
105,2,7.0,True,26,1455.1622314453125
106,2,5.0,True,25,1012.7670288085938
107,2,7.0,True,25,719.1863403320312
108,2,5.0,True,26,1334.034423828125
109,2,,False,25,
110,2,,False,26,
111,2,,False,25,
112,2,5.0,True,26,1379.31103515625
113,2,,False,26,
114,2,7.0,True,26,1521.7940673828125
115,2,,False,25,
116,2,,False,26,
117,2,7.0,True,26,1469.9371337890625
118,2,3.0,True,25,859.1536254882812
119,2,5.0,True,26,1242.63671875
120,2,,False,26,
121,2,7.0,True,26,1145.858154296875
122,2,7.0,True,25,916.4114990234375
123,2,7.0,True,26,1364.59521484375
124,2,,False,26,
125,2,8.0,True,26,1370.8194580078125
126,2,7.0,True,24,543.5659790039062
127,2,3.0,True,25,937.5142822265625
128,2,7.0,True,26,1438.1070556640625
129,2,,False,26,
130,2,3.0,True,26,1519.4986572265625
131,2,7.0,True,26,1368.941162109375
132,2,8.0,True,26,1469.473388671875
133,2,3.0,True,26,1508.1883544921875
134,2,5.0,True,26,1146.3232421875
135,2,5.0,True,26,1194.5086669921875
136,2,5.0,True,26,1461.8792724609375
137,2,5.0,True,26,1339.3453369140625
138,2,7.0,True,26,1164.162353515625
139,2,0.0,True,26,1085.0469970703125
140,2,7.0,True,26,1362.7025146484375
